filename,religion,religious_practice,lifestyle,social_class,location_hint,education_hint,personality_hint,fashion_style,age_range,bio_hint,confidence
"female_batch4_221.png","Unknown","Moderate or Liberal","Moderate or Western-influenced","Middle class or Upper-middle class","Bangladesh or Likely abroad","Graduate or Professional","Confident or Outgoing","Smart-casual or Mixed","22-26","Adventurous and fashionable young woman who enjoys outdoor activities and modern style","Medium"
"female_batch4_222.png","Muslim","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Smart-casual","22-26","Simple living, big dreams - looking for someone genuine and kind-hearted.","High"
"female_batch4_223.png","Muslim","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Exploring historical sites and cherishing cultural heritage while embracing modern values","Medium"
"female_batch4_224.png","Unknown","Unknown","Western-influenced","Middle class","Likely abroad","Graduate or Postgraduate","Confident","Western","22-26","Creative soul with a playful spirit, exploring life one moment at a time","Medium"
"female_batch4_225.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Modest","Modest","22-26","Simple, genuine person who values family and tradition, seeking a respectful life partner.","Medium"
"female_batch4_226.png","Muslim","Moderate","Moderate","Middle class","Could be NRB","Graduate","Confident","Smart-casual","22-26","Friendly and approachable professional who enjoys traveling and meeting new people.","Medium"
"female_batch4_227.png","Muslim","Conservative","Traditional","Upper-middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Family-oriented, values tradition and culture, seeking a respectful partner for a committed relationship","Medium"
"female_batch4_228.png","Muslim","Moderate","Moderate","Middle class","Bangladesh or Likely abroad","Graduate","Confident","Smart-casual","22-26","Fun-loving, educated woman who enjoys celebrations and meaningful connections","Medium"
"female_batch4_229.png","Muslim","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Mixed","26-30","Warm-hearted and grounded, seeking a genuine connection with someone who values family and understands the balance between tradition and modernity.","Medium"
"female_batch4_230.png","Hindu","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Cheerful and grounded, seeking a genuine connection with someone who values family and tradition.","Medium"
"female_batch4_231.png","Hindu","Moderate","Moderate","Upper-middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Enjoys peaceful moments and traditional elegance; looking for someone who appreciates cultural values.","High"
"female_batch4_232.png","Unknown","Unknown","Moderate","Middle class or Upper-middle class","Could be NRB or Likely abroad","Graduate or Postgraduate","Confident","Smart-casual","22-26","Adventure lover who enjoys exploring nature and discovering beautiful places.","Medium"
"female_batch4_233.png","Hindu","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Traditional values with modern outlook, seeking a partner who respects cultural heritage","Medium"
"female_batch4_234.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Traditional values with modern outlook, enjoys cultural heritage and family","Medium"
"female_batch4_235.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","School level","Modest","Traditional","18-22","Simple, family-oriented girl seeking a respectful life partner","Medium"
"female_batch4_236.png","Hindu","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Simple, traditional Hindu girl seeking a caring and respectful life partner.","Medium"
"female_batch4_237.png","Muslim","Conservative","Traditional","Upper-middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Family-oriented woman who values tradition and cultural heritage, seeking a respectful partner for a meaningful relationship.","High"
"female_batch4_238.png","Unknown","Moderate or Unknown","Moderate","Middle class or Upper-middle class","Bangladesh or Could be NRB","Graduate or Postgraduate","Introverted or Modest","Smart-casual or Mixed","22-26","Thoughtful and studious individual who enjoys simple pleasures and values meaningful conversations.","Medium"
"female_batch4_239.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Traditional values, seeking a respectful partner for a meaningful relationship","Medium"
"female_batch4_240.png","Muslim","Conservative","Traditional","Upper-middle class","Bangladesh or Could be NRB","Graduate or Postgraduate","Confident","Traditional","22-26","Family-oriented woman who values traditions and seeks a respectful partner for a meaningful relationship.","High"
"female_batch4_241.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Caring and family-oriented woman seeking a respectful life partner","Medium"
"female_batch4_242.png","Hindu","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","26-30","Grounded and educated woman seeking a genuine partner who values tradition and family values.","Medium"
"female_batch4_243.png","Hindu","Moderate","Traditional","Upper-middle class","Bangladesh or NRB","Graduate or Postgraduate","Confident","Traditional","22-26","Culturally rooted, elegant woman who appreciates traditional values and family-oriented lifestyle.","High"
"female_batch4_244.png","Muslim","Conservative","Traditional","Affluent","Likely abroad or NRB","Graduate or Postgraduate","Confident","Traditional","22-26","Appreciate tradition and elegance, seeking a respectful partner who values family and cultural heritage.","High"
"female_batch4_245.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Respectful, family-oriented woman seeking a compatible life partner who values traditional values and mutual respect.","Medium"
"female_batch4_246.png","Muslim","Conservative","Traditional","Upper-middle class","Likely abroad","Graduate or Postgraduate","Confident","Traditional","22-26","Family-oriented woman who values traditions while embracing modern opportunities and travel.","High"
"female_batch4_247.png","Muslim","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Mixed","22-26","Thoughtful and grounded, seeking genuine connection with someone who values family and tradition.","Medium"
"female_batch4_248.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Enjoys exploring cultural heritage and seeking a partner who values tradition and family values.","Medium"
"female_batch4_249.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Tradition-loving woman seeking a respectful partner who values family and cultural values.","High"
"female_batch4_250.png","Hindu","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Mixed","22-26","Confident and cheerful with a blend of traditional and modern style","Medium"
"female_batch4_251.png","Unknown","Unknown","Moderate","Middle class","Bangladesh or Could be NRB","Graduate or Postgraduate","Modest","Smart-casual","22-26","Simple, thoughtful person who values genuine connections and meaningful conversations.","Medium"
"female_batch4_252.png","Unknown","Unknown","Moderate","Middle class","Bangladesh","Graduate","Confident","Smart-casual","22-26","Friendly and approachable with a passion for life, looking for genuine connections.","Medium"
"female_batch4_253.png","Hindu","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Family-oriented and culturally grounded, seeking a respectful partner who values traditions.","Medium"
"female_batch4_254.png","Muslim","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Family-oriented woman who appreciates cultural heritage and traditional values.","Medium"
"female_batch4_255.png","Unknown","Moderate or Unknown","Moderate","Middle class or Upper-middle class","Likely abroad or Could be NRB","School level or Graduate","Confident or Outgoing","Mixed","18-22","Warm-hearted and affectionate, enjoys outdoor activities and spending quality time with loved ones","Medium"
"female_batch4_256.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Bengali woman valuing tradition, family, and simple pleasures in life","Medium"
"female_batch4_257.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Simple, genuine girl seeking a caring and respectful life partner for a meaningful relationship.","Medium"
"female_batch4_258.png","Hindu","Conservative","Traditional","Affluent","Likely abroad","Graduate or Postgraduate","Confident","Traditional","22-26","Cultured and elegant, I appreciate traditional values and meaningful connections.","Medium"
"female_batch4_259.png","Muslim","Moderate","Traditional","Upper-middle class","Likely abroad or NRB","Graduate or Postgraduate","Modest and Confident","Traditional","22-26","Family-oriented woman who appreciates cultural heritage and values meaningful connections.","High"
"female_batch4_260.png","Muslim","Moderate","Moderate","Upper-middle class","Likely abroad or Could be NRB","Graduate or Postgraduate","Confident","Mixed","22-26","Fashion-forward professional who blends traditional values with contemporary style","High"
"female_batch4_261.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Simple, family-oriented woman seeking a respectful life partner","Medium"
"female_batch4_262.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Family-oriented woman seeking a respectful partner for a meaningful relationship.","High"
"female_batch4_263.png","Unknown","Unknown","Moderate","Middle class","Likely Bangladesh","Graduate","Confident","Smart-casual","22-26","Fun-loving, friendly person who enjoys casual outings and quality time with loved ones","Medium"
"female_batch4_264.png","Hindu","Moderate","Traditional","Upper-middle class","Likely abroad","Graduate","Confident","Traditional","26-30","Cultured woman who values traditions and enjoys life's peaceful moments","Medium"
"female_batch4_265.png","Unknown","Unknown","Moderate","Middle class","Could be NRB","Graduate","Confident","Smart-casual","22-26","Friendly and approachable person who enjoys simple moments and values genuine connections","Medium"
"female_batch4_266.png","Unknown","Unknown","Moderate","Middle class","Bangladesh or Could be NRB","Graduate","Confident","Mixed","26-30","Independent woman who enjoys fashion and modern lifestyle while maintaining cultural values","Medium"
"female_batch4_267.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Traditional values with modern outlook, enjoys cultural celebrations and family time","Medium"
"female_batch4_268.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Modest, family-oriented woman who values traditional values and seeks a respectful partner for marriage","Medium"
"female_batch4_269.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Family-oriented woman seeking a caring partner who values tradition and respect.","Medium"
"female_batch4_270.png","Muslim","Conservative","Traditional","Upper-middle class","Bangladesh","Graduate or Professional","Modest","Traditional","26-30","Family-oriented woman seeking a respectful partner for a meaningful relationship grounded in shared values.","High"
"female_batch4_271.png","Muslim","Conservative","Traditional","Upper-middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Family-oriented woman who values tradition and seeks a respectful partner for a meaningful relationship.","High"
"female_batch4_272.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Educated, modern-thinking girl with traditional values, seeking a respectful partner for a serious relationship.","High"
"female_batch4_273.png","Unknown","Unknown","Moderate","Middle class","Bangladesh","Graduate","Confident","Modest","22-26","Friendly and approachable person who values simplicity and genuine connections","Medium"
"female_batch4_274.png","Hindu","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Traditional values with modern outlook, loves nature and cultural heritage","Medium"
"female_batch4_275.png","Hindu","Moderate","Traditional","Upper-middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Graceful and cultured, I appreciate traditional values with a modern perspective on life.","Medium"
"female_batch4_276.png","Muslim","Moderate","Moderate","Upper-middle class","Could be NRB","Graduate","Confident","Mixed","22-26","Family-oriented girl who loves nature and enjoys evenings in peaceful settings.","Medium"
"female_batch4_277.png","Hindu","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Bengali girl who loves gardening and traditional values, seeking a respectful partner for lifelong companionship","Medium"
"female_batch4_278.png","Unknown","Unknown","Moderate","Middle class","Likely Bangladesh or NRB","Graduate","Confident","Smart-casual","22-26","Nature lover who enjoys outdoor adventures and appreciates life's simple beautiful moments","Medium"
"female_batch4_279.png","Muslim","Moderate","Moderate","Upper-middle class","Likely abroad","Graduate or Postgraduate","Confident","Smart-casual","26-30","Elegant, cultured woman who appreciates contemporary lifestyle and wellness.","High"
"female_batch4_280.png","Unknown","Unknown","Western-influenced","Upper-middle class","Likely abroad","Graduate or Postgraduate","Confident","Western","22-26","Adventurous soul who loves exploring new places and enjoying life's simple pleasures","Medium"
"female_batch4_281.png","Unknown","Unknown","Moderate","Upper-middle class","Likely abroad","Graduate or Postgraduate","Confident","Smart-casual","22-26","Cheerful and modern individual who enjoys meaningful moments and appreciates life's simple pleasures.","Medium"
"female_batch4_282.png","Unknown","Unknown","Moderate","Middle class","Could be NRB","Graduate","Confident","Smart-casual","22-26","Thoughtful and independent woman with a passion for personal growth and meaningful connections.","Medium"
"female_batch4_283.png","Hindu","Moderate","Moderate","Upper-middle class","Likely abroad","Graduate","Confident","Traditional","26-30","Elegant and poised, loves exploring urban spaces and embracing cultural roots.","Medium"
"female_batch4_284.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Simple-hearted girl looking for a respectful life partner who values family and tradition.","Medium"
"female_batch4_285.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","26-30","Simple, family-oriented woman seeking a respectful life partner with traditional values","Medium"
"female_batch4_286.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Family-oriented woman seeking a respectful partner who values traditional values and commitment.","Medium"
"female_batch4_287.png","Unknown","Unknown","Moderate","Middle class","Bangladesh","Graduate","Confident","Smart-casual","22-26","Nature lover with a passion for learning and genuine connections","Medium"
"female_batch4_288.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","26-30","Traditional values with a modern outlook, seeking a compatible life partner","Medium"
"female_batch4_289.png","Hindu","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Simple, grounded girl with traditional values seeking a sincere partner.","Medium"
"female_batch4_290.png","Hindu","Conservative","Traditional","Middle class","Likely abroad","Graduate","Modest","Traditional","26-30","Tradition-loving, family-oriented woman seeking a respectful life partner who values cultural values.","Medium"
"female_batch4_291.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","School level or Graduate","Modest","Traditional","18-22","Family-oriented girl seeking a respectful and caring partner for a committed relationship","Medium"
"female_batch4_292.png","Hindu","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Nature lover with a passion for traditional culture and contemporary style","Medium"
"female_batch4_293.png","Muslim","Moderate","Moderate","Upper-middle class","Likely abroad","Graduate or Postgraduate","Confident","Mixed","22-26","Modern and confident woman embracing cultural heritage while maintaining contemporary lifestyle.","Medium"
"female_batch4_294.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Bengali woman grounded in traditions, seeking a respectful partner who values family values and cultural heritage.","Medium"
"female_batch4_295.png","Unknown","Unknown","Moderate","Middle class","Could be NRB","Graduate","Modest","Smart-casual","26-30","Thoughtful and grounded, seeking someone with genuine values and kindness.","Medium"
"female_batch4_296.png","Muslim","Moderate","Moderate","Upper-middle class","Could be NRB","Graduate or Postgraduate","Confident","Smart-casual","22-26","Professional and poised individual seeking someone who values ambition and meaningful connections.","High"
"female_batch4_297.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Bengali girl with traditional values, looking for someone who appreciates cultural heritage and family-oriented lifestyle.","Medium"
"female_batch4_298.png","Unknown","Unknown","Moderate","Middle class","Bangladesh","Graduate","Confident","Smart-casual","22-26","Friendly and approachable, seeking a genuine connection with someone who values both tradition and modernity","Medium"
"female_batch4_299.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","26-30","Traditional values with grace, seeking a compatible life partner who respects culture and family.","Medium"
"female_batch4_300.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Modest","26-30","Gentle-hearted woman seeking a sincere partner who values family and mutual respect.","Medium"
"female_batch4_301.png","Hindu","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Warm-hearted and grounded, I value family traditions while embracing modern perspectives.","Medium"
"female_batch4_302.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Modest","22-26","Modest, family-oriented woman seeking a respectful life partner who values traditional values and mutual respect.","Medium"
"female_batch4_303.png","Muslim","Moderate","Moderate","Upper-middle class","Could be NRB","Graduate or Postgraduate","Confident","Mixed","22-26","Elegant and poised, I enjoy blending traditional values with modern sensibilities.","High"
"female_batch4_304.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Mixed","22-26","Family-oriented professional who values both tradition and personal growth","High"
"female_batch4_305.png","Unknown","Moderate","Moderate","Middle class","Could be NRB","Graduate","Confident","Smart-casual","22-26","Friendly and approachable person who enjoys a blend of modern and traditional values","Medium"
"female_batch4_306.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Simple, family-oriented woman seeking a respectful and caring life partner.","Medium"
"female_batch4_307.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Family-oriented and culturally rooted, seeking a respectful partner who values tradition and values.","Medium"
"female_batch4_308.png","Unknown","Unknown","Moderate","Middle class","Bangladesh","Graduate","Modest","Smart-casual","22-26","Simple, approachable person who values education and comfort in daily life","Medium"
"female_batch4_309.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Cultured and traditional-minded woman seeking a respectful partner who values family values and cultural heritage.","Medium"
"female_batch4_310.png","Hindu","Moderate","Traditional","Upper-middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Bengali girl who values tradition and family; enjoys cultural celebrations and festive occasions","Medium"
"female_batch4_311.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Family-oriented woman who values traditions and seeks a like-minded partner for a meaningful relationship.","Medium"
"female_batch4_312.png","Hindu","Moderate","Moderate","Upper-middle class","Likely abroad","Graduate","Confident","Traditional","22-26","Celebrating life's beautiful moments with grace and joy, looking for someone who appreciates tradition with a modern outlook","Medium"
"female_batch4_313.png","Unknown","Unknown","Moderate","Middle class","Could be NRB","Graduate","Outgoing","Smart-casual","22-26","Adventure lover who enjoys outdoor activities and exploring nature's beauty","Medium"
"female_batch4_314.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","Graduate or Professional","Confident","Traditional","22-26","Family-oriented woman seeking a respectful partner who values tradition and cultural values","Medium"
"female_batch4_315.png","Hindu","Moderate","Traditional","Upper-middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Traditional values with modern outlook, enjoys cultural events and family time","Medium"
"female_batch4_316.png","Hindu","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Bengali woman who values cultural traditions while embracing modern lifestyle; enjoys evening outings and social gatherings.","Medium"
"female_batch4_317.png","Unknown","Unknown","Moderate","Middle class or Upper-middle class","Could be NRB or Likely abroad","Graduate or Professional","Confident or Outgoing","Smart-casual or Western","26-30","Confident professional seeking a genuine connection with shared values and mutual respect","Medium"
"female_batch4_318.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Traditional values with modern education, seeking a respectful partner for a meaningful relationship","Medium"
"female_batch4_319.png","Unknown","Unknown","Moderate","Middle class","Likely abroad","Graduate","Confident","Smart-casual","22-26","Professional and approachable woman seeking a genuine connection with shared values","Medium"
"female_batch4_320.png","Muslim","Conservative","Traditional","Upper-middle class","Bangladesh","Graduate or Professional","Confident","Traditional","22-26","Family-oriented woman who values tradition and seeks a respectful, understanding life partner for marriage.","High"
"female_batch4_321.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Warm-hearted and family-oriented woman seeking a caring, respectful partner for a meaningful relationship.","Medium"
"female_batch4_322.png","Unknown","Unknown","Moderate","Middle class","Could be NRB","Graduate","Confident","Smart-casual","22-26","Thoughtful and independent, looking for someone who appreciates genuine connections","Medium"
"female_batch4_323.png","Unknown","Unknown","Moderate","Middle class or Upper-middle class","Could be NRB or Likely abroad","Graduate or Postgraduate","Confident","Smart-casual","22-26","Creative professional who enjoys modern aesthetics and urban lifestyle","Medium"
"female_batch4_324.png","Hindu","Conservative","Traditional","Upper-middle class","Likely Bangladesh","Graduate","Confident","Traditional","22-26","Bengali woman seeking a respectful partner who values tradition and family values","Medium"
"female_batch4_325.png","Muslim","Conservative","Traditional","Middle class","Bangladesh","School level","Modest","Traditional","18-22","Simple, family-oriented girl seeking a respectful life partner with traditional values.","Medium"
"female_batch4_326.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","22-26","Traditional values, family-oriented, seeking a respectful life partner","Medium"
"female_batch4_327.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Modest","Traditional","26-30","Traditional values with a modern perspective, enjoys cultural heritage and family-oriented lifestyle","Medium"
"female_batch4_328.png","Unknown","Unknown","Moderate","Middle class or Upper-middle class","Likely Bangladesh or Could be NRB","Graduate or Professional","Confident","Smart-casual","26-30","Professional woman seeking a sincere partner who values education, career growth, and modern values.","Medium"
"female_batch4_329.png","Muslim","Moderate","Moderate","Upper-middle class","Likely abroad","Graduate or Postgraduate","Confident","Mixed","26-30","Confident professional who appreciates cultural heritage while embracing modern lifestyle","High"
"female_batch4_330.png","Unknown","Unknown","Moderate","Middle class","Could be NRB","Graduate","Modest","Smart-casual","22-26","Education-focused individual with modern sensibilities and thoughtful approach to life","Medium"
"female_batch4_331.png","Hindu","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Cheerful and cultured woman who enjoys traditional values with a modern outlook","Medium"
"female_batch4_332.png","Unknown","Unknown","Moderate","Upper-middle class","Likely abroad","Graduate or Professional","Confident","Smart-casual","22-26","Fun-loving and sociable, enjoys good company and modern lifestyle.","Medium"
"female_batch4_333.png","Unknown","Unknown","Moderate","Middle class or Upper-middle class","Could be NRB or Likely abroad","Graduate or Professional","Confident","Smart-casual or Western","22-26","Modern professional looking for meaningful connection with like-minded individual","Medium"
"female_batch4_334.png","Unknown","Unknown","Moderate","Middle class","Bangladesh","Graduate","Confident","Smart-casual","22-26","Young professional with a positive outlook, enjoys simple pleasures and genuine connections.","Medium"
"female_batch4_335.png","Hindu","Conservative","Traditional","Upper-middle class","Bangladesh or NRB","Graduate or Postgraduate","Confident","Traditional","22-26","Cultured and elegant woman who values tradition, family, and meaningful relationships.","High"
"female_batch4_336.png","Muslim or Hindu","Moderate","Moderate","Middle class","Bangladesh","Graduate","Confident","Smart-casual","22-26","Happy-go-lucky person who enjoys simple moments and indoor creativity","Medium"
"female_batch4_337.png","Unknown","Unknown","Moderate","Middle class","Could be NRB","Graduate","Confident","Smart-casual","22-26","Adventure seeker who loves exploring nature and watching sunsets.","Medium"
"female_batch4_338.png","Muslim or Hindu","Moderate","Traditional","Middle class","Bangladesh","Graduate","Modest","Modest","22-26","Respectful and family-oriented individual seeking a sincere life partner who values tradition and integrity.","Medium"
"female_batch4_339.png","Muslim","Moderate","Traditional","Middle class","Bangladesh","Graduate","Modest","Mixed","22-26","Simple, genuine person who loves spending time by the beach and values meaningful connections.","Medium"
"female_batch4_340.png","Unknown","Unknown","Moderate","Upper-middle class","Likely abroad","Graduate or Postgraduate","Confident","Smart-casual","22-26","Young professional with a love for elegant spaces and modern living","Medium"
"female_batch4_341.png","Hindu","Conservative","Traditional","Middle class","Bangladesh","Graduate","Confident","Traditional","22-26","Cultured and graceful, rooted in tradition with a warm smile for life's beautiful moments.","High"
"female_batch4_342.png","Unknown","Unknown","Western-influenced","Middle class or Upper-middle class","Likely abroad or Could be NRB","Graduate or Professional","Confident or Outgoing","Western","22-26","Fun-loving and adventurous, enjoys exploring new places and experiencing different cultures.","Low"
"female_batch4_343.png","Muslim","Moderate","Moderate","Upper-middle class","Likely abroad","Graduate or Professional","Confident","Smart-casual","22-26","Elegant and poised, I appreciate life's finer things while staying grounded in my values.","High"
